fname,summary
test_488,Gian Luca가 Gina에게 친구 소개를 제안함.
test_489,"Kathy가 노스캐롤라이나 산에서 17년 주기의 새울음 현상을 경험하며, 이에 대해 친구와 대화함."
test_490,"손님이 직원에게 칠면조 샌드위치와 채소 소고기 수프, 다이어트 콜라를 주문함. 총 금액은 9달러로, 손님이 10달러를 지불함."
test_491,Tom이 Mary에게 저녁 식사를 제안함.
test_492,"두 친구가 휴가 계획에 대해 이야기함. 테드는 장인어른과 장모님과 함께 있는 것이 불편하여 집에서 휴가를 보낼 계획이고, 상대방은 남편과 함께 중국을 여행할 예정임."
test_493,"아빠와 아들이 오후 3시 '노인을 위한 나라는 없다' 영화를 보고, 엄마와 함께 맥도날드에서 식사하기로 함."
test_494,"한 사람이 다른 사람의 슬픔을 묻고, 그 사람이 어젯밤 집에 도둑이 들어 경찰에 신고했다고 밝힘. 경찰은 기다리라고 했다고 함."
test_495,Jack이 Charlie에게 학교 후 비디오 게임 초대를 함. Charlie는 숙제 후 참여하기로 하며 게임에 관심을 보임.
test_496,대화자가 시골 음악에 대한 관심을 라디오 프로그램 제안과 노래 책 수집으로 발전시킴.
test_497,Tom이 Mary에게 저녁 식사를 제안함.
test_498,Steve가 Matthew에게 이웃의 아파트를 제안함.
test_499,Frank가 Betsy에게 승진 파티 초대함. 토요일에 150명 정도 참석 예정.
